SubClass,Label,Label,Class,Definition,imported from,definition source,comments,Synonyms,dateSubmitted
DIGITRUBBER:DIGITRUBBER_000473,Molding Zone Temperature [dik],Werkzeugzonen-Temperatur [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000474,Vulcanization Time [dik],Vulkanisationszeit [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000475,Crosslink Density [dik],Vernetzungsdichte [dik],http://purl.obolibrary.org/obo/BFO_0000019,number of crosslinks per unit volume or unit mass of vulcanizate,,,,,
DIGITRUBBER:DIGITRUBBER_000476,Vulcanizate [dik],Vulkanisat [dik],http://purl.obolibrary.org/obo/BFO_0000040,product of the vulcanization of a rubber compound,,,,,
DIGITRUBBER:DIGITRUBBER_000477,Crosslink [dik],Vernetzung [dik],http://purl.obolibrary.org/obo/BFO_0000019,chemical bond or atom(s) joining two rubber chains or two parts of the same rubber chain as a result of vulcanization,,,,,
DIGITRUBBER:DIGITRUBBER_000478,Crosslink [ncit],Vernetzung [ncit],http://purl.obolibrary.org/obo/BFO_0000019,Any covalent linkage between two polymers or between two different regions of the same polymer.,http://purl.obolibrary.org/obo/NCIT_C47936,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000479,Crosslinking [dik],Vernetzen [dik],http://purl.obolibrary.org/obo/BFO_0000019,〈act of〉 insertion of crosslinks between or within rubber chains to give a network structure,,,,,
DIGITRUBBER:DIGITRUBBER_000480,State of Cure [dik],Vernetzungsgrad [dik],http://purl.obolibrary.org/obo/BFO_0000019,"condition of a vulcanizate during the course of vulcanization, measured in terms of its structure or properties",,,,,
DIGITRUBBER:DIGITRUBBER_000481,Vulcanization [dik],Vulkanisation [dik],http://purl.obolibrary.org/obo/BFO_0000015,"process, usually involving heat, in which rubber, through a change in its chemical structure (for example, crosslinking), is converted to a condition in which the elastic properties are conferred or re-established or improved or extended over a greater range of temperatures",,,,,
DIGITRUBBER:DIGITRUBBER_000482,Autoclave [dik],Autoklav [dik],http://purl.obolibrary.org/obo/BFO_0000040,pressurized vessel used for vulcanizing rubber in a vapour or gas,,,,,
DIGITRUBBER:DIGITRUBBER_000483,Autoclave[obi],Autoklav [obi],http://purl.obolibrary.org/obo/BFO_0000040,"A device that is used to sterilize equipment and supplies by subjecting them to high pressure steam at 121 C or more, typically for 15 to 20 minutes depending on the size of the load and the contents.",http://purl.obolibrary.org/obo/OBI_0001112,http://purl.obolibrary.org/obo/obi.owl,,,
DIGITRUBBER:DIGITRUBBER_000484,Autoclave [chmo],Autoklav [chmo],http://purl.obolibrary.org/obo/BFO_0000040,A thick-walled steel vessel used during synthesis methods that require both high pressures and high temperatures.,http://purl.obolibrary.org/obo/CHMO_0002166,http://purl.obolibrary.org/obo/chmo.owl,,,
DIGITRUBBER:DIGITRUBBER_000485,Plateau Cure [dik],Vulkanisationsplateau [dik],http://purl.obolibrary.org/obo/BFO_0000015,type of vulcanization during which the modulus of the vulcanizate proceeds to a maximum and then remains essentially constant for a substantial period at the vulcanization temperature,,,,,
DIGITRUBBER:DIGITRUBBER_000486,Optimum Cure [dik],Vulkanisationsoptimum [dik],http://purl.obolibrary.org/obo/BFO_0000019,condition of vulcanization required to achieve an acceptable compromise among a number of desired vulcanizate properties or the optimum value of a selected property,,,,,
DIGITRUBBER:DIGITRUBBER_000487,Overcure [dik],Übervulkanisation [dik],http://purl.obolibrary.org/obo/BFO_0000019,state of vulcanization beyond the optimum cure,,,,,
DIGITRUBBER:DIGITRUBBER_000488,Undercure [dik],Untervulkanisation [dik],http://purl.obolibrary.org/obo/BFO_0000019,state of vulcanization less than the optimum cure,,,,,
DIGITRUBBER:DIGITRUBBER_000489,Sample [dik],Probe [dik],http://purl.obolibrary.org/obo/BFO_0000040,one or more items taken from a lot and intended to provide information on the lot and possibly to serve as a basis for a decision on the lot or on the process which had produced it,,,,,
DIGITRUBBER:DIGITRUBBER_000490,Sample [sosa],Probe [sosa],http://purl.obolibrary.org/obo/BFO_0000040,Feature which is intended to be representative of a FeatureOfInterest on which Observations may be made.,http://www.w3.org/ns/sosa/Sample,http://www.w3.org/ns/sosa/,,,
DIGITRUBBER:DIGITRUBBER_000491,Sample [nmrcv],Probe [nmrcv],http://purl.obolibrary.org/obo/BFO_0000040,tempdef: A sample is a role that is played by an object of interest in an investigation used to obtain generalizable information about the sample source. defprov: Daniel Schober,http://nmrML.org/nmrCV#NMR:1000457,http://nmrML.org/nmrCV,,,
DIGITRUBBER:DIGITRUBBER_000492,Test Piece [dik],Prüfkörper [dik],http://purl.obolibrary.org/obo/BFO_0000040,"piece of material of appropriate shape and size, prepared so that it is ready for use in a test",,,,,
DIGITRUBBER:DIGITRUBBER_000493,Scrap Rubber [dik],Gummiabfall [dik],http://purl.obolibrary.org/obo/BFO_0000040,"raw, compounded, vulcanized or partially vulcanized rubber in the form of end-of-life rubber products or factory scrap",,,,,
DIGITRUBBER:DIGITRUBBER_000494,Factory Scrap [dik],Produktionsabfall [dik],http://purl.obolibrary.org/obo/BFO_0000040,"raw, compounded, vulcanized or partially vulcanized rubber rejected or generated as waste during product manufacture and found unsuitable for further use unless recycled",,,,,
DIGITRUBBER:DIGITRUBBER_000495,Physical Object Quality [dik],Qualität des physischen Objekts [dik],http://purl.obolibrary.org/obo/BFO_0000019,,http://purl.obolibrary.org/obo/PATO_0001241,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000496,Physical Object Quality [pato],Qualität des physischen Objekts [pato],http://purl.obolibrary.org/obo/BFO_0000019,A quality of a physical entity that exists through action of continuants at the physical level of organisation in relation to other entities.,http://purl.obolibrary.org/obo/PATO_0001241,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000497,Physical Quality [dik],physikalische Qualität [dik],http://purl.obolibrary.org/obo/BFO_0000019,,http://purl.obolibrary.org/obo/PATO_0001018,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000498,Physical Quality [pato],physikalische Qualität [pato],http://purl.obolibrary.org/obo/BFO_0000019,A quality which inheres in a continuant.,http://purl.obolibrary.org/obo/PATO_0001018,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000499,Measurement Unit Label [dik],Label der Messeinheit [dik],http://purl.obolibrary.org/obo/BFO_0000019,,http://purl.obolibrary.org/obo/IAO_0000003,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000500,Measurement Unit Label [pato],Label der Messeinheit [pato],http://purl.obolibrary.org/obo/BFO_0000019,A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,http://purl.obolibrary.org/obo/IAO_0000003,http://purl.obolibrary.org/obo/iao.owl,,,
DIGITRUBBER:DIGITRUBBER_000501,Datum Label [dik],Bezugspunkt-Label [dik],http://purl.obolibrary.org/obo/BFO_0000019,,http://purl.obolibrary.org/obo/IAO_0000009,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000502,Datum Label [iao],Bezugspunkt-Label [iao],http://purl.obolibrary.org/obo/BFO_0000019,A label is a symbol that is part of some other datum and is used to either partially define the denotation of that datum or to provide a means for identifying the datum as a member of the set of data with the same label,http://purl.obolibrary.org/obo/IAO_0000009,http://purl.obolibrary.org/obo/iao.owl,,,
DIGITRUBBER:DIGITRUBBER_000503,Assay [dik],Prüfung [dik],http://purl.obolibrary.org/obo/BFO_0000015,,http://purl.obolibrary.org/obo/OBI_0000070,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000504,Assay [ncit],Prüfung [ncit],http://purl.obolibrary.org/obo/BFO_0000015,A qualitative or quantitative analysis performed to determine the amount of a particular constituent in a sample or the biological or pharmacological properties of a drug.,http://purl.obolibrary.org/obo/NCIT_C60819,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000505,Assay [obi],Prüfung [obi],http://purl.obolibrary.org/obo/BFO_0000015,"A planned process with the objective to produce information about the material entity that is the evaluant, by physically examining it or its proxies.",http://purl.obolibrary.org/obo/OBI_0000070,http://purl.obolibrary.org/obo/obi.owl,,,
DIGITRUBBER:DIGITRUBBER_000506,Density Measurement Assay [dik],Prüfung zur Dichtemessung [dik],http://purl.obolibrary.org/obo/BFO_0000015,"An assay with the objective to produce information about the density of the material entity that is the evaluant, by physically examining it or its proxies.",,,,,
DIGITRUBBER:DIGITRUBBER_000507,Mass Density [dik],Massendichte [dik],http://purl.obolibrary.org/obo/BFO_0000019,"mass per unit volume of a material, including any voids present",,,,,
DIGITRUBBER:DIGITRUBBER_000508,Mass Density [ncit],Massendichte [ncit],http://purl.obolibrary.org/obo/BFO_0000019,"A measure of the compactness of a substance, expressed as its mass per unit volume.",http://purl.obolibrary.org/obo/NCIT_C75762,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000509,Mass Density [pato],Massendichte [pato],http://purl.obolibrary.org/obo/BFO_0000019,A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.,http://purl.obolibrary.org/obo/PATO_0001019,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000510,Mass Density Unit [dik],Massendichte Einheit [dik],http://purl.obolibrary.org/obo/UO_0000182,,,,,,
DIGITRUBBER:DIGITRUBBER_000511,Mass Density Unit [uo],Massendichte Einheit [uo],http://purl.obolibrary.org/obo/UO_0000182,"""A density unit which is a standard measure of the mass of a substance in a given volume."" [UOC:GVG]",http://purl.obolibrary.org/obo/UO_0000052,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000512,Unit Of Mass Density [ncit],Massendichte Einheit [ncit],http://purl.obolibrary.org/obo/UO_0000182,An indication of the type of unit of measure being used to express a mass density.,http://purl.obolibrary.org/obo/NCIT_C42575,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000513,Gram Per Cubic Centimeter [dik],Gramm pro Kubikzentimeter [dik],http://purl.obolibrary.org/obo/UO_1000084,,,,,,
DIGITRUBBER:DIGITRUBBER_000514,Gram Per Cubic Centimeter [uo],Gramm pro Kubikzentimeter [uo],http://purl.obolibrary.org/obo/UO_1000084,"""A mass unit density which is equal to mass of an object in grams divided by the volume in cubic centimeters."" [UOC:GVG]",http://purl.obolibrary.org/obo/UO_0000084,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000515,Viscosity Measurement Assay [dik],Prüfung zur Viskositätsmessung [dik],http://purl.obolibrary.org/obo/BFO_0000015,"An assay with the objective to produce information about the viscosity of the material entity that is the evaluant, by physically examining it or its proxies.",,,,,
DIGITRUBBER:DIGITRUBBER_000516,Mooney Viscosity Measurement Assay [dik],Prüfung zur Mooney-Viskositätsmessung [dik],http://purl.obolibrary.org/obo/BFO_0000015,"An assay with the objective to produce information about the Mooney viscosity of the material entity that is the evaluant, by physically examining it or its proxies.",,,,,
DIGITRUBBER:DIGITRUBBER_000517,Viscosity [dik],Viskosität [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000518,Viscosity [ncit],Viskosität [ncit],http://purl.obolibrary.org/obo/BFO_0000019,The resistance of a liquid to sheer forces and flow.,http://purl.obolibrary.org/obo/NCIT_C75912,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000519,Viscosity [pato],Viskosität [pato],http://purl.obolibrary.org/obo/BFO_0000019,A physical quality of a fluid inhering in a bearer by virtue of the bearer's disposition to internal resistance to flow.,http://purl.obolibrary.org/obo/PATO_0000992,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000520,Mooney Viscosity [dik],Mooney Viskosität [dik],http://purl.obolibrary.org/obo/BFO_0000019,"measure of the viscosity of a raw rubber or rubber compound, determined using a Mooney shearing-disc viscometer",,,,,
DIGITRUBBER:DIGITRUBBER_000521,Viscosity Unit [dik],Viskositätseinheit [dik],http://purl.obolibrary.org/obo/UO_0000000,,,,,,
http://purl.obolibrary.org/obo/UO_0000256,Viscosity Unit [uo],Viskositätseinheit [uo],http://purl.obolibrary.org/obo/UO_0000000,"""A unit which is a standard measure of the internal resistance of fluids to flow."" [UOC:GVG]",http://purl.obolibrary.org/obo/UO_0000256,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000523,Mooney Viscosity Unit [dik],Mooney Viskositätseinheit [dik],http://purl.obolibrary.org/obo/BFO_0000019,A viscosity unit which is a standard measure of the Mooney viscosity.,,,,,
DIGITRUBBER:DIGITRUBBER_000524,Mooney Unit [dik],Mooney Einheit [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000525,Quality of a Substance [dik],Qualität eines Stoffes [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000526,Quality of a Substance [pato],Qualität eines Stoffes [pato],http://purl.obolibrary.org/obo/BFO_0000019,A quality inhering in a bearer by virtue of its constitution.,http://purl.obolibrary.org/obo/PATO_0002198,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000527,Quality of a Liquid [dik],Qualität einer Flüssigkeit [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000528,Quality of a Liquid [pato],Qualität einer Flüssigkeit [pato],http://purl.obolibrary.org/obo/BFO_0000019,"A physical quality inhering in an entity exhibiting the physical characteristics of an amorphous (non-crystalline) form of matter between a gas and a solid that has a definite volume, but no definite shape.",http://purl.obolibrary.org/obo/PATO_0001548,http://purl.obolibrary.org/obo/pato.owl,,,
DIGITRUBBER:DIGITRUBBER_000529,Protocol [dik],Protokoll [dik],http://purl.obolibrary.org/obo/IAO_0000030,,,,,,
DIGITRUBBER:DIGITRUBBER_000530,Protocol [ncit],Protokoll [ncit],http://purl.obolibrary.org/obo/IAO_0000030,A rule which guides how an activity should be performed.,http://purl.obolibrary.org/obo/NCIT_C42651,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000531,Protocol [obi],Protokoll [obi],http://purl.obolibrary.org/obo/IAO_0000030,"A plan specification which has sufficient level of detail and quantitative information to communicate it between investigation agents, so that different investigation agents will reliably be able to independently reproduce the process.",http://purl.obolibrary.org/obo/OBI_0000272,http://purl.obolibrary.org/obo/obi.owl,,,
DIGITRUBBER:DIGITRUBBER_000532,Protocol [edam],Protokoll [edam],http://purl.obolibrary.org/obo/IAO_0000030,A human-readable collection of information about about how a scientific experiment or analysis was carried out that results in a specific set of data or results used for further analysis or to test a specific hypothesis.,http://edamontology.org/data_2531,http://edamontology.org,,,
DIGITRUBBER:DIGITRUBBER_000533,Measurement Protocol [dik],Messprotokoll [dik],http://purl.obolibrary.org/obo/IAO_0000030,"A protocol which specifies the conditions, procedures, and instruments used for conducting a measurement assay in a sufficient level of detail to communicate it between investigation agents, so that different investigation agents will reliably be able to independently reproduce the measurement assay.",,,,,
DIGITRUBBER:DIGITRUBBER_000534,Material Processing Protocol [dik],Materialverarbeitungsprotokoll [dik],http://purl.obolibrary.org/obo/IAO_0000030,"A protocol which specifies the conditions, procedures, and instruments used for conducting a material processing in a sufficient level of detail to communicate it between investigation agents, so that different investigation agents will reliably be able to independently reproduce the material processing.",,,,,
DIGITRUBBER:DIGITRUBBER_000535,Manufacturing Specification [dik],Herstellungsvorschrift [dik],http://purl.obolibrary.org/obo/IAO_0000030,,,,,,
DIGITRUBBER:DIGITRUBBER_000536,Density Measurement Protocol [dik],Protokoll zur Dichtemessung [dik],http://purl.obolibrary.org/obo/IAO_0000030,A measurement protocol for reliably reproducing the density measurement assay.,,,,,
DIGITRUBBER:DIGITRUBBER_000537,Viscosity Measurement Protocol [dik],Protokoll zur Viskositätsmessung [dik],http://purl.obolibrary.org/obo/IAO_0000030,A measurement protocol for reliably reproducing the viscosity measurement assay.,,,,,
DIGITRUBBER:DIGITRUBBER_000538,Mooney Viscosity Measurement Protocol [dik],Protokoll zur Mooney-Viskositätsmessung [dik],http://purl.obolibrary.org/obo/IAO_0000030,A viscosity measurement protocol for reliably reproducing the Mooney viscosity measurement assay.,,,,,
DIGITRUBBER:DIGITRUBBER_000539,Degree Celsius [dik],Grad Celsius [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000540,Degree Celsius [ncit],Grad Celsius [ncit],http://purl.obolibrary.org/obo/BFO_0000019,A unit of temperature of the temperature scale designed so that the freezing point of water is 0 degrees and the boiling point is 100 degrees at standard atmospheric pressure. The current official definition of the Celsius sets 0.01 C to be at the triple point of water and a degree to be 1/273.16 of the difference in temperature between the triple point of water and absolute zero. One degree Celsius represents the same temperature difference as one Kelvin. [ NCI ],http://purl.obolibrary.org/obo/NCIT_C42559,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000541,Degree Celsius [uo],Grad Celsius [uo],http://purl.obolibrary.org/obo/UO_1000027,"""A temperature unit which is equal to one kelvin degree. However, they have their zeros at different points. The centigrade scale has its zero at 273.15 K."" [NIST:NIST]",http://purl.obolibrary.org/obo/UO_0000027,http://purl.obolibrary.org/obo/UO_0000027,,,
DIGITRUBBER:DIGITRUBBER_000542,Degree Celsius [om],Grad Celsius [om],http://purl.obolibrary.org/obo/BFO_0000019,The degree Celsius is a unit of temperature defined as 1 kelvin. The degree Celsius is a derived unit in the International System of Units.,http://www.ontology-of-units-of-measure.org/resource/om-2/degreeCelsius,http://www.ontology-of-units-of-measure.org/resource/om-2,,,
DIGITRUBBER:DIGITRUBBER_000543,Material Processing [dik],Materialverarbeitung [dik],http://purl.obolibrary.org/obo/BFO_0000015,,,,,,
DIGITRUBBER:DIGITRUBBER_000544,Material Processing [obi],Materialverarbeitung [obi],http://purl.obolibrary.org/obo/BFO_0000015,A planned process which results in physical changes in a specified input material,http://purl.obolibrary.org/obo/OBI_0000094,http://purl.obolibrary.org/obo/obi.owl,,,
DIGITRUBBER:DIGITRUBBER_000545,Function [dik],Funktion [dik],http://purl.obolibrary.org/obo/BFO_0000141,,,http://purl.obolibrary.org/obo/BFO_0000034,,,
DIGITRUBBER:DIGITRUBBER_000546,Function [ncit],Funktion [ncit],http://purl.obolibrary.org/obo/BFO_0000141,The normal action performed by a structure or device.,http://purl.obolibrary.org/obo/NCIT_C25518,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000547,Function [mi],Funktion [mi],http://purl.obolibrary.org/obo/BFO_0000141,Biological function of a participant or of an interaction.,http://purl.obolibrary.org/obo/MI_0613,http://purl.obolibrary.org/obo/mi.owl,,,
DIGITRUBBER:DIGITRUBBER_000548,Device [dik],Gerät [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000549,Device [ncit],Gerät [ncit],http://purl.obolibrary.org/obo/BFO_0000040,An object contrived for a specific purpose.,http://purl.obolibrary.org/obo/NCIT_C62103,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000550,Device [obi],Gerät [obi],http://purl.obolibrary.org/obo/BFO_0000040,"A material entity that is designed to perform a function in a scientific investigation, but is not a reagent.",http://purl.obolibrary.org/obo/OBI_0000968,http://purl.obolibrary.org/obo/obi.owl,,,
DIGITRUBBER:DIGITRUBBER_000551,Measurement Device [dik],Messgerät [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000552,Measurement Device [ncit],Messgerät [ncit],http://purl.obolibrary.org/obo/BFO_0000040,Any device used to determine the dimension of an object.,http://purl.obolibrary.org/obo/NCIT_C81182,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000553,Measurement Device [obi],Messgerät [obi],http://purl.obolibrary.org/obo/BFO_0000040,A device in which a measure function inheres.,http://purl.obolibrary.org/obo/OBI_0000832,http://purl.obolibrary.org/obo/obi.owl,,,
DIGITRUBBER:DIGITRUBBER_000554,Processed Material [dik],verarbeitetes Material [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000555,Processed Material [obi],verarbeitetes Material [obi],http://purl.obolibrary.org/obo/BFO_0000040,Is a material entity that is created or changed during material processing.,http://purl.obolibrary.org/obo/OBI_0000047,http://purl.obolibrary.org/obo/obi.owl,,,
DIGITRUBBER:DIGITRUBBER_000556,Mixing [dik],Mischen [dik],http://purl.obolibrary.org/obo/BFO_0000015,,,,,,
DIGITRUBBER:DIGITRUBBER_000557,Mixing [chmo],Mischen [chmo],http://purl.obolibrary.org/obo/BFO_0000015,"The combining of components, particles or layers into a more homogeneous state. The mixing may be achieved manually or mechanically by shifting the material with stirrers or pumps or by revolving or shaking the container. The process μst not permit segregation of particles of different size or properties. Homogeneity may be considered to have been achieved in a practical sense when the sampling error of the processed portion is negligible compared to the total error of the measurement system. [ https://doi.org/10.1351/goldbook.M03945 ]",http://purl.obolibrary.org/obo/CHMO_0001685,http://purl.obolibrary.org/obo/chmo.owl,,,
DIGITRUBBER:DIGITRUBBER_000558,(Mix) [ncit],Mischen [ncit],http://purl.obolibrary.org/obo/BFO_0000015,To bring or combine together or with something else; add as an additional element or part.,http://purl.obolibrary.org/obo/NCIT_C64925,http://purl.obolibrary.org/obo/ncit.owl,,,
DIGITRUBBER:DIGITRUBBER_000559,Iodine Adsorption Number [dik],Jodadsorptionszahl [dik],http://purl.obolibrary.org/obo/BFO_0000019,Number of grams of iodine adsorbed per kilogram of carbon black under specified conditions,,,,,
DIGITRUBBER:DIGITRUBBER_000560,Specific Surface [dik],Spezifische Oberfläche [dik],http://purl.obolibrary.org/obo/BFO_0000141,,,,,,
DIGITRUBBER:DIGITRUBBER_000561,Mass Specific Surface [dik],Massenbezogene spezifische Oberfläche [dik],http://purl.obolibrary.org/obo/BFO_0000141,,,,,,
DIGITRUBBER:DIGITRUBBER_000562,Volume Specific Surface [dik],Volumenbezogene spezifische Oberfläche [dik],http://purl.obolibrary.org/obo/BFO_0000141,,,,,,
DIGITRUBBER:DIGITRUBBER_000563,Oil Absorption Number [dik],Ölabsorptionszahl [dik],http://purl.obolibrary.org/obo/BFO_0000141,The oil absorption number of a carbon black is related to the processing and vulcanizate properties of rubber compounds containing the carbon black,,,,,
DIGITRUBBER:DIGITRUBBER_000564,Kinematic Viscosity [dik],Kinematische Viskosität [dik],http://purl.obolibrary.org/obo/UO_0000256,Kinematic viscosity is the quotient of the dynamic viscosity of the medium and its density.,,,,,
http://purl.obolibrary.org/obo/UO_01200023,Kinematic Viscosity [uo],Kinematische Viskosität [uo],http://purl.obolibrary.org/obo/UO_0000256,"The ratio of the dynamic viscosity (μ) over the density of the fluid (ρ), which is noted as (length)^2/time. https://en.wikipedia.org/wiki/Viscosity#Kinematic_viscosity",http://purl.obolibrary.org/obo/UO_01200023,http://purl.obolibrary.org/obo/uo.owl,,,
DIGITRUBBER:DIGITRUBBER_000566,Setting Point [dik],Erstarrungspunkt [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000567,Molecular Weight [dik],Molekulargewicht [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000568,Molecular Weight [mi],Molekulargewicht [mi],http://purl.obolibrary.org/obo/BFO_0000019,"Molecular weight in g/mol, determined from molecular formula or sequence.",http://purl.obolibrary.org/obo/MI_2025,http://purl.obolibrary.org/obo/mi.owl,,,
DIGITRUBBER:DIGITRUBBER_000569,Acid Value [dik],Säurezahl‎ [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000570,Melting Range [dik],Schmelzbereich‎ [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000571,Oil Content [dik],Öl-Gehalt‎ [dik],http://purl.obolibrary.org/obo/BFO_0000019,,,,,,
DIGITRUBBER:DIGITRUBBER_000572,Complex Shear Modulus [dik],komplexer Schubmodul [dik],http://purl.obolibrary.org/obo/BFO_0000019,"ratio of the shear stress to the shear strain, where each can be represented by a complex number",,,,,
DIGITRUBBER:DIGITRUBBER_000573,Complex Young’s Modulus [dik],komplexer Young’s Modul [dik],http://purl.obolibrary.org/obo/BFO_0000019,"ratio of the normal stress to the normal strain, where each can be represented by a complex number",,,,,
DIGITRUBBER:DIGITRUBBER_000574,Elastic Shear Modulus [dik],Elastizitätsmodul [dik],http://purl.obolibrary.org/obo/BFO_0000019,"that component of an applied shear stress which is in phase with the shear strain, divided by the strain",,,,,
DIGITRUBBER:DIGITRUBBER_000575,Elastic Young’s Modulus [dik],Youngscher Elastizitätsmodul [dik],http://purl.obolibrary.org/obo/BFO_0000019,"that component of an applied normal stress which is in phase with the normal strain, divided by the strain",,,,,
DIGITRUBBER:DIGITRUBBER_000576,Loss Shear Modulus [dik],Verlustmodul [dik],http://purl.obolibrary.org/obo/BFO_0000019,"that component of an applied shear stress which is in quadrature (90° out of phase) with the shear strain, divided by the strain",,,,,
DIGITRUBBER:DIGITRUBBER_000577,Loss Young’s Modulus [dik],Young’sches Verlustmodul [dik],http://purl.obolibrary.org/obo/BFO_0000019,"that component of an applied normal stress which is in quadrature (90° out of phase) with the normal strain, divided by the strain",,,,,
DIGITRUBBER:DIGITRUBBER_000578,Modulus [dik],Modul [dik],http://purl.obolibrary.org/obo/BFO_0000019,measure of stiffness under specified conditions of deformation,,,,,
DIGITRUBBER:DIGITRUBBER_000579,Tan Delta [dik],Tangens delta [dik],http://purl.obolibrary.org/obo/BFO_0000019,ratio of the viscous modulus to the elastic modulus,,,,,
DIGITRUBBER:DIGITRUBBER_000580,Viscometer [dik],Viskosimeter [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000581,Mooney Shearing-Disc Viscometer [dik],Mooney-Scherscheibenviskosimeter [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000582,Curemeter [dik],Rheometer [dik],http://purl.obolibrary.org/obo/BFO_0000040,,,,,,
DIGITRUBBER:DIGITRUBBER_000583,Oscillating-Disc Curemeter [dik],oszillierendes Scheibenrheometer [dik],http://purl.obolibrary.org/obo/BFO_0000040,type of curemeter in which the force applied to the rubber compound is produced by an oscillating disc embedded in a test sample which is contained under pressure in a sealed cavity,,,,,
DIGITRUBBER:DIGITRUBBER_000584,Rotorless Curemeter [dik],rotorloser Rheometer [dik],http://purl.obolibrary.org/obo/BFO_0000040,type of curemeter in which the force applied to the rubber compound is produced by the oscillation of one of the two dies forming the cavity in which the test sample is enclosed,,,,,
DIGITRUBBER:DIGITRUBBER_000585,Vulcameter [dik],Vulkameter [dik],http://purl.obolibrary.org/obo/BFO_0000040,device that measures the progress of vulcanization in a test sample at the vulcanizing temperature,,,,,
DIGITRUBBER:DIGITRUBBER_000586,Platen Press [dik],Plattenpresse [dik],http://purl.obolibrary.org/obo/BFO_0000040,press having two or more super-imposed heated platens between which moulds are pressed,,,,,
DIGITRUBBER:DIGITRUBBER_000587,Platen [dik],Platte [dik],http://purl.obolibrary.org/obo/BFO_0000040,flat metal plate (or chest) which applies heat and pressure to one or more mould(s) in a press,,,,,
